Site Folder,URL,Multimodal_Decision,Image Phish Score,Image_Decision,Text Phish Score,Text_Decision,Image Features,Text Features,Fused Features
www.u731693xmd.ha004.t.justns.ru,http://www.u731693xmd.ha004.t.justns.ru/f8h9V6a3ed96MUEJusBG864Jpf/WB4322tzfAGQ4tE5anEp979igG/tzmFmrB7XJsPpJN247t6e949E6/index2.html,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|0.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2342|0.2342|0.1991|0.2342|0.2342|0.0000|0.0000|0.1639|0.0010|0.0000|0.2342|0.1991|0.2342|0.0000|0.2342|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
www.taddepol.edu.hk_duplicate,http://www.taddepol.edu.hk/wp-content/plugins/admin-menu-editor-pro,phishing,1.00,1,0.70,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0014|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
dutchiedutch.com,http://dutchiedutch.com/zel/indexx.php,phishing,1.00,1,0.35,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0007|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.2061|0.0000|0.0000|0.0000|0.2061|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0713
aleenaenterprises.in,https://aleenaenterprises.in/ca/users/Login.ID-77139/,phishing,1.00,1,0.53,1,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0009|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.1655|0.0000|0.1655|0.1655|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0882
ginettelambert.com_duplicate,https://ginettelambert.com/Doc,phishing,1.00,1,0.20,0,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0010|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
kofc10477.com,http://kofc10477.com/Test/email_identification.php?chase_id=1194e0499dd027c2bfcdc36f6,phishing,1.00,1,1.07,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0010|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
playarprint.com_duplicate,https://playarprint.com/chase/step2.php,phishing,1.00,1,0.49,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.49,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0015|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.2004|0.2004|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0986
mirath.org.au,http://mirath.org.au/chaseonline.com/signin/E3EA4E2MAM,phishing,1.00,1,0.70,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0009|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
demotenigerian.co.za,http://demotenigerian.co.za/kgndmx/,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0018|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
hotel.seotowebdesign.com_duplicate,http://hotel.seotowebdesign.com/wp-includes/js/codemirror/im/espac/sms.html,benign,0.00,0,0.20,0,1.00|0.00|0.67|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.4266|0.0000|0.2838|0.0000|0.0000|0.0000|0.0000|0.2133|0.0008|0.0000|0.4266|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
ccknf.000webhostapp.com,https://ccknf.000webhostapp.com/,phishing,1.00,1,0.41,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0009|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
ambautosalvage.com_duplicate,https://ambautosalvage.com/wp-admin/App,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0007|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
sheepzinn.com,https://sheepzinn.com/fr/ag/,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0020|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
ebills.thetrissilent.com_duplicate,http://ebills.thetrissilent.com/eBills/myemail-eBills.html,phishing,1.00,1,0.70,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0015|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
gouv-impot.kitchenremodelingspring.com,https://gouv-impot.kitchenremodelingspring.com/Impots/,benign,0.00,0,0.20,0,1.00|0.00|0.66|0.00|0.00|0.00|1.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.3646|0.0000|0.2406|0.0000|0.0000|0.0000|0.3646|0.1823|0.0009|0.0000|0.3646|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
voipoid.com,http://voipoid.com/telekom,phishing,1.00,1,0.35,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0004|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.2061|0.0000|0.0000|0.0000|0.2061|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0713
voltergroup.info_duplicate,http://voltergroup.info/daum,phishing,1.00,1,0.35,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0007|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.2061|0.0000|0.0000|0.0000|0.2061|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0713
sampankalimantan.org,http://sampankalimantan.org/bin_dir_log/doc-new%202/doc-new,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|0.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2342|0.2342|0.1991|0.2342|0.2342|0.0000|0.0000|0.1639|0.0008|0.0000|0.2342|0.1991|0.2342|0.0000|0.2342|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
dedlockwindy.co.za,http://dedlockwindy.co.za/glitexfsdk/,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0018|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
dutchiedutch.com_duplicate,http://dutchiedutch.com/zel/indexx.php,phishing,1.00,1,0.35,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0007|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.2061|0.0000|0.0000|0.0000|0.2061|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0713
impots.gouv.fr-remboursement.emailservice.u857184qul.ha004.t.justns.ru_duplicate,https://impots.gouv.fr-remboursement.emailservice.u857184qul.ha004.t.justns.ru/impots-gouv/le/dossier/fr/sms1.htm,benign,0.00,0,0.20,0,1.00|0.00|0.68|0.00|0.00|0.00|1.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.3633|0.0000|0.2470|0.0000|0.0000|0.0000|0.3633|0.1817|0.0008|0.0000|0.3633|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
blog.tatilvitrini.com,https://blog.tatilvitrini.com/wp-content/themes/twentyfourteen/genericons/font/CA/z0n51/region.php,phishing,1.00,1,0.20,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0009|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
maggiesangels.net,https://maggiesangels.net/homa/index.html,phishing,1.00,1,0.70,1,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0006|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
u863454sfx.ha004.t.justns.ru_duplicate,https://u863454sfx.ha004.t.justns.ru/gesb/CA30/0e2478fe267a87cb46dfd6e5619a220a/,phishing,1.00,1,0.41,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0017|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
webidol.de,http://webidol.de/wp-content/plugins/-/4b19dd14d92d6aa356d1bb2fe596109a,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0004|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
waylandplanninganddevelopment.uk,http://waylandplanninganddevelopment.uk/tksscaffold/DocusignAssign,phishing,1.00,1,0.20,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0018|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
suvakotrainers.com,http://suvakotrainers.com/wp-admin/includes/xmv/index.html,phishing,1.00,1,0.35,0,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0004|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.2061|0.0000|0.0000|0.0000|0.2061|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0713
mail.a24assistance.rs,http://mail.a24assistance.rs/ldc/my.dhl-com/,phishing,1.00,1,1.07,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0009|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
confirmationimpot2.ddns.net,http://confirmationimpot2.ddns.net/SERVICE-17F991REFIMPOT-CNTCT12/service-remboursementimpots/,benign,0.00,0,0.20,0,1.00|0.00|0.67|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.4266|0.0000|0.2838|0.0000|0.0000|0.0000|0.0000|0.2133|0.0008|0.0000|0.4266|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
bryanurbs.com,https://bryanurbs.com/docusign/doc-new/,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0007|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
nortiainteriors.com.au_duplicate,http://nortiainteriors.com.au/wp-includes/images/smilies/next.php,phishing,0.00,0,1.07,1,1.00|0.00|0.65|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.4282|0.0000|0.2781|0.0000|0.0000|0.0000|0.0000|0.2141|0.0007|0.0000|0.4282|0.0000|0.0000|0.0000|0.0000|0.1209|0.1209|0.0000|0.1209|0.1209|0.1209|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1300
flopseptum.com,https://flopseptum.com/ch/CHASE/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=82&id=1075744273&SERVID=Service_Login_&_Authentication=de2641772d181aef78417c299d70df748786b23b,phishing,1.00,1,0.24,0,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0011|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.0000|0.0000|0.2916|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0706
mirath.org.au_duplicate,http://mirath.org.au/chaseonline.com/signin/M48BM54E4D,phishing,1.00,1,0.70,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0009|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1416|0.1416|0.0000|0.0000|0.1416|0.1416|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0991
www.het-impp11.com,http://www.het-impp11.com/servi-mail-pro-webb111928270383jksddkjsdjks191171927282827383322/11ca3d69501412e825e06681f8a431f3/sms2.html,benign,0.00,0,0.20,0,1.00|0.00|0.68|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.4250|0.0000|0.2890|0.0000|0.0000|0.0000|0.0000|0.2125|0.0009|0.0000|0.4250|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
www.mon-remboursement-impots-gouv.tabac-gros.be,http://www.mon-remboursement-impots-gouv.tabac-gros.be/Impots,benign,0.00,0,0.20,0,1.00|0.00|0.66|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.4272|0.0000|0.2819|0.0000|0.0000|0.0000|0.0000|0.2136|0.0010|0.0000|0.4272|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
www.het-impp11.com_duplicate,http://www.het-impp11.com/servi-mail-pro-webb111928270383jksddkjsdjks191171927282827383322/11ca3d69501412e825e06681f8a431f3/sms.html,benign,0.00,0,0.20,0,1.00|0.00|0.68|0.00|0.00|0.00|0.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.4250|0.0000|0.2890|0.0000|0.0000|0.0000|0.0000|0.2125|0.0009|0.0000|0.4250|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
impots.gouv.fr-remboursement.emailservice.u857184qul.ha004.t.justns.ru,https://impots.gouv.fr-remboursement.emailservice.u857184qul.ha004.t.justns.ru/impots-gouv/le/dossier/fr,benign,0.00,0,0.20,0,1.00|0.00|0.67|0.00|0.00|0.00|1.00|0.50|0.00|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.3643|0.0000|0.2424|0.0000|0.0000|0.0000|0.3643|0.1821|0.0007|0.0000|0.3643|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
mysamplebrand.com,https://mysamplebrand.com/chase/chase/verification/73D226CBM81DMMN7EN17/card.php,phishing,1.00,1,0.53,1,1.00|1.00|0.85|1.00|1.00|0.00|1.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.2221|0.2221|0.1888|0.2221|0.2221|0.0000|0.2221|0.1555|0.0010|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.0000|0.0000|0.1655|0.0000|0.1655|0.1655|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0882
www.theuniversitystore.in,http://www.theuniversitystore.in/sheuniversit/dhlexpress/autofil/id.php,phishing,1.00,1,0.82,1,1.00|1.00|0.85|1.00|1.00|1.00|0.00|0.70|0.00|0.00|1.00|0.85|1.00|0.00|1.00,1.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.82,0.2221|0.2221|0.1888|0.2221|0.2221|0.2221|0.0000|0.1555|0.0009|0.0000|0.2221|0.1888|0.2221|0.0000|0.2221|0.1259|0.1259|0.1259|0.0000|0.1259|0.1259|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1038
chase-authoririze.serveusers.com,http://chase-authoririze.serveusers.com/../myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=43&id=2838639678,phishing,1.00,1,0.41,0,1.00|1.00|0.85|1.00|1.00|0.00|0.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.2342|0.2342|0.1991|0.2342|0.2342|0.0000|0.0000|0.1639|0.0018|0.0000|0.2342|0.1991|0.2342|0.0000|0.2342|0.0000|0.0000|0.0000|0.0000|0.2038|0.2038|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0832
sma.naturealtree.com_duplicate,http://sma.naturealtree.com/ktz?yz=Z4NwlHBmcGKEmLqxy5qmnnx0YpGGjIx0fGBkaHy0j2lj/vicky.lance@promutuel.ca,benign,0.00,0,0.20,0,1.00|0.00|0.72|0.00|0.00|0.00|0.00|0.50|0.01|0.00|1.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.4203|0.0000|0.3043|0.0000|0.0000|0.0000|0.0000|0.2101|0.0028|0.0000|0.4203|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000
expediapartner.central-supporthelp.com,https://expediapartner.central-supporthelp.com/,benign,0.00,0,0.35,0,1.00|0.00|0.74|0.00|0.00|0.00|1.00|0.50|0.01|0.00|1.00|0.00|0.00|0.00|0.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.3590|0.0000|0.2668|0.0000|0.0000|0.0000|0.3590|0.1795|0.0038|0.0000|0.3590|0.0000|0.0000|0.0000|0.0000|0.2061|0.0000|0.0000|0.0000|0.2061|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0713
qa.enel.folha.bestserviceit.com.br_duplicate,https://qa.enel.folha.bestserviceit.com.br/Account/Login?ReturnUrl=/,phishing,1.00,1,0.35,0,1.00|1.00|0.85|1.00|1.00|1.00|1.00|0.70|0.01|0.00|1.00|0.85|1.00|0.00|1.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.2117|0.2117|0.1799|0.2117|0.2117|0.2117|0.2117|0.1482|0.0028|0.0000|0.2117|0.1799|0.2117|0.0000|0.2117|0.2061|0.0000|0.0000|0.0000|0.2061|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0713
