Site Folder,url,Multimodal_Decision,Image Phish Score,Image_Decision,Text Phish Score,Text_Decision,Image Features,Text Features,Fused Features
wereldpas-recyclings-proces.ihchart.ir_duplicate,https://wereldpas-recyclings-proces.ihchart.ir/index.php/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com/secure.accurint.com,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
ffunddiiccyyy.com,https://ffunddiiccyyy.com/indexx.php?cmd=login_submit&id=f1b3b4e54a3f1cf50e7f222f5897016af1b3b4e54a3f1cf50e7f222f5897016a&session=f1b3b4e54a3f1cf50e7f222f5897016af1b3b4e54a3f1cf50e7f222f5897016a,benign,0.0,0,0.49,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.49,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4675|0.4675|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2300
ee-secure-infoaccount.com,https://ee-secure-infoaccount.com/verify.php?sslchannel=true&sessionid=PC6UH9CyYWXXW3fMK4jAX1tijfmGPG5CeJDiGHoUZFrU1pS6V0frPGL2lNethqaskMOUm3gcGZSLWhWHCoJv49D2nnQ0SiXoCNOK4EVqtucH5OmBzxeS8xSbLfqYDjzz5X,benign,0.0,0,0.37,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4791|0.0000|0.4791|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1758
airbnbcouk.temp.swtest.ru,http://airbnbcouk.temp.swtest.ru/?airbnb_com/rooms/18204028=,benign,0.0,0,0.53,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3863|0.0000|0.3863|0.3863|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2059
myee.id-validate.com,https://myee.id-validate.com/ee,benign,0.0,0,0.35,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4808|0.0000|0.0000|0.0000|0.4808|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1664
webmail.paypal.uk-userlogin.com,http://webmail.paypal.uk-userlogin.com/,benign,0.0,0,0.57,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.57,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.6068|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3489
suport-mobile.com_duplicate,http://suport-mobile.com/caixa.php,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
wisemenonly.com,http://wisemenonly.com/.well-known/wp-verify,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
kkr.acehprov.go.id_duplicate,http://kkr.acehprov.go.id/wp-content/ssl.asbcert/4f5e3d4d4fc742ef524ab77a5d04fb0e/,benign,0.0,0,0.24,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.6804|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1646
dominoqiuqiu.win,https://dominoqiuqiu.win/web01/login.php?email=am9obi53YXRzb25AeHlsZW1pbmMuY29t&ids=gfthfsgsdhfhfdgg&accessToFile=valid&fileAccess=74612&encryptedCookie=eacd7c13c660b2b3014bc907c3a3cc29&u=5b786093d91740df442ff62b6b6853b4&connecting=fe248dbc29dc0c4b24cc8424d4f4b307&phaseAccess=d8234b084721bbabb3c835553eeb4538&p=abd4049ef5069c3e410ab58c5e9518c9&mass=fgjrk384nhjfnffnghf&encrpt=fnhgjgjgnkrirmfmfkfjfkkkgjkriokjl3784jhus48j3hadknm94kkk,phishing,0.0,0,0.87,1,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.87,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3614|0.3614|0.0000|0.3614|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3133
tinggaltiga.com,http://tinggaltiga.com/fone/bell2/index.html,benign,0.0,0,0.3,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.30,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.6697|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2036
ee-billingauth.com,https://ee-billingauth.com/account,benign,0.0,0,0.35,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4808|0.0000|0.0000|0.0000|0.4808|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1664
ryanharrisondesign.com,http://ryanharrisondesign.com/webmail,phishing,0.0,0,0.87,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.87,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3614|0.3614|0.0000|0.3614|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3133
netzonaseguraviabcp.pe-home.com,https://netzonaseguraviabcp.pe-home.com/app/template/login/waiting.php,benign,0.0,0,0.41,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.41,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4756|0.4756|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1940
mercuryas.co.za,https://mercuryas.co.za/wp-includes/customize/.../home/new.new.american.express.support/home?cmd=www.ssaonline-account-service.com-update_submit&id=50ee90439cbd6b9a416f131bf43dcfd550ee90439cbd6b9a416f131bf43dcfd5&session=50ee90439cbd6b9a416f131bf43dcfd550ee90439cbd6b9a416f131bf43dcfd5,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
mensajeriagestionar.com.ar,http://mensajeriagestionar.com.ar/vendor/phpunit/phpunit/src/Util/PHP/.ff.00/info/home,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
ee-accountinfo-secure.com,https://ee-accountinfo-secure.com/billing.php?sslchannel=true&sessionid=iNnFlCvgKp7WdKo5XMyRJVxb3tG0sy0JPPpFv7UU3FaUCxU5lkxbORI9JzuJlcL6zepsHqeFKUXDbn1Oe2evm8MvMPZQvJiQCGCKvNkXOG2QoeN9EReRWeAPpgsIbe8hZV,benign,0.0,0,0.37,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4791|0.0000|0.4791|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1758
btinternetservice.com_duplicate,https://btinternetservice.com/account/login/index2.php,benign,0.0,0,0.37,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4791|0.0000|0.4791|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1758
puskesmaskutawis.purbalinggakab.go.id,https://puskesmaskutawis.purbalinggakab.go.id/wp-content/themes/mapro/Tempi/infox/america/Express,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
ee-onlinebilling.com_duplicate,https://ee-onlinebilling.com/,benign,0.0,0,0.35,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4808|0.0000|0.0000|0.0000|0.4808|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1664
steamcommynity.com,http://steamcommynity.com/id/profile/railyyt,benign,0.0,0,0.24,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.6804|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1646
www.zonasegurabn1.com.multiservicioslamosa.com,https://www.zonasegurabn1.com.multiservicioslamosa.com/BNlWeb/lnicio/logins.do,phishing,0.0,0,0.82,1,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.82,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2937|0.2937|0.2937|0.0000|0.2937|0.2937|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2423
verifymyinfo-ee.com,https://verifymyinfo-ee.com/account/index?ac=ee,benign,0.0,0,0.35,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4808|0.0000|0.0000|0.0000|0.4808|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1664
ee-accountsecure.com_duplicate,https://ee-accountsecure.com/verify.php?sslchannel=true&sessionid=9H4vqCOFcsk5vfcIwipc5Akj12jEdKSY7vIjIp5rzAPVTwnUoPCBV3VdrzeDNFM57YTFJFnhpvstFozZ7wcvQ0yW823u72UQQ1kemWIPi2Q0Lag8v1o90zxF7zrBlbIUcz,benign,0.0,0,0.37,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4791|0.0000|0.4791|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1758
myee.bill-verifys.com,https://myee.bill-verifys.com/ee,benign,0.0,0,0.35,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4808|0.0000|0.0000|0.0000|0.4808|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1664
mirumo.xsrv.jp_duplicate,http://mirumo.xsrv.jp/upgade/?&amp;id=d0e3caa4fceac079544f8fc191596830ac910a1879a9b1b7c2322ec2194c81d4b9cc897b61b025d4f4868fdd8231050b4bb96a249b99e7dae30b0d03,phishing,0.0,0,0.7,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.70,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.3304|0.3304|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2312
bcpzonasegurabeta.viabcp.com.chemsbury.net,http://bcpzonasegurabeta.viabcp.com.chemsbury.net/iniciar-sesion/index.html,benign,0.0,0,0.53,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3863|0.0000|0.3863|0.3863|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2059
wereldpas-aanvraagproces.wetrsfer.ir_duplicate,http://wereldpas-aanvraagproces.wetrsfer.ir/gegevens.php,benign,0.0,0,0.24,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.6804|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1646
webnst.com,http://webnst.com/Blockchain/login.php,benign,0.0,0,0.24,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.6804|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1646
webmail.mcevoys.net,http://webmail.mcevoys.net/,benign,0.0,0,0.68,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.68,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4462|0.0000|0.0000|0.4462|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3030
pp-eesupport.com,http://pp-eesupport.com/banks/bank.barclays.co.uk,benign,0.0,0,0.3,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.30,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.6697|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2036
www.customerinfo-ee.co.uk,http://www.customerinfo-ee.co.uk/account/,benign,0.0,0,0.35,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.35,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4808|0.0000|0.0000|0.0000|0.4808|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1664
technofux.de_duplicate,http://technofux.de/mail/update/?userid=dodpears@ren-isac.net,benign,0.0,0,0.2,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.7000
my-ee-uk.com,https://my-ee-uk.com/,benign,0.0,0,0.51,1,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.51,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3876|0.0000|0.0000|0.0000|0.3876|0.3876|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1984
riad-alaka.com,https://riad-alaka.com/administrator/alaska.org,benign,0.0,0,0.24,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.24,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.6804|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1646
plataformawebdigtok.com,http://plataformawebdigtok.com/,phishing,0.0,0,0.82,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.82,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2937|0.2937|0.2937|0.0000|0.2937|0.2937|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2423
ee-billing-accountinfo.com,https://ee-billing-accountinfo.com/billing.php?sslchannel=true&sessionid=UF2JJR851Azk3TusszZP3c4Yr9LoDHPmzeXgmdju7oFreaBJE4FJBA1UcDS8RJOzzDCss9BsV5B4jXqplMNf2tXEAd49QRL7oyfMo5zjyJmSXOc3yKP7GKANhMSO14wXlS,benign,0.0,0,0.37,0,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.37,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4791|0.0000|0.4791|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.1758
zonasegura1bnn1.com.multiservicios1bnmultirac.com,http://zonasegura1bnn1.com.multiservicios1bnmultirac.com/,phishing,0.0,0,1.2,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|1.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.20,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2566|0.2566|0.2566|0.2566|0.2566|0.2566|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3080
tetapsendiri.com,http://tetapsendiri.com/breed/bell,benign,0.0,0,0.49,0,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.49,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.4675|0.4675|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2300
trr20200804133247468.domtemporario.com.br,http://trr20200804133247468.domtemporario.com.br/Doc/js/login/,phishing,0.0,0,1.07,1,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,1.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.07,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2821|0.2821|0.0000|0.2821|0.2821|0.2821|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3033
americanasofertassemanais.com,https://americanasofertassemanais.com/MeusProdutos/Prefetch.php?skullid=204662938,benign,0.0,0,0.53,1,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.50|0.00|0.00|0.00|0.00|0.00|0.00|0.00,0.00|0.00|1.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.53,0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2683|0.1342|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.3863|0.0000|0.3863|0.3863|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000|0.2059
